## Lee~Giaver, 2005 (PMID 16121259)
## Homozygous deletion collection, growth (relative abundance in pooled culture)
ORF	cisplatin [500 uM], time [5 generations]	cisplatin [500 uM], time [overnight + 20 generations]	carboplatin [15 mM], time [5 generations]	oxaliplatin [4 mM], time [5 generations]	psoralen [0.5 uM], time [5 generations], radiation [unknown]	angelicin irradiated (angelicin [62.5 uM], time [5 generations], radiation [unknown])	mechlorethamine [62.5 uM], time [overnight + 5 generations]	mechlorethamine [62.5 uM], time [overnight + 20 generations]	mitomycin C [1 mM], time [5 generations]	streptozocin [2 mM], time [5 generations]	streptozocin [2 mM], time [overnight + 20 generations]	methyl methanesulfonate [0.002%], time [5 generations]	camptothecin [30 ug/ml], time [5 generations]	camptothecin [30 ug/ml], time [overnight + 20 generations]	2-dimethylaminoethyl chloride [240 mM], time [5 generations]	4-nitroquinoline N-oxide [0.0313 uM], time [5 generations]
YBR009C	0.062	-0.563	0.136	0.022	0.152	-0.128	0.273	-0.931	-0.271	-0.211	-0.064	0.452	0.362	-0.075	-0.332	-0.120
YBR010W	0.230	-0.471	0.178	0.135	0.318	0.187	-0.116	-0.395	-0.039	0.049	0.504	0.256	-0.002	0.165	-0.148	0.117
YBR012C	0.114	-1.296	0.045	-0.260	0.343	0.162	-0.063	-0.606	-0.448	-0.201	-0.241	-0.103	-0.036	0.193	-0.150	0.049
YBR013C	-0.185	-0.269	-0.166	-0.187	-0.412	-0.605	0.066	-0.473	-0.641	-0.536	-0.020	-0.309	-0.331	-0.273	-0.363	0.090
YBR014C	0.135	-0.484	0.013	0.190	0.107	0.332	0.010	-0.577	-0.027	0.046	0.145	-0.003	-0.040	0.035	0.323	-0.039
YBR015C	-0.029	-0.253	0.003	-1.201	-0.370	-0.531	-0.205	-0.101	-0.106	0.184	0.712	0.415	-0.177	0.283	-0.900	-0.306
YBR016W	-0.168	-0.673	-0.308	-0.238	-0.147	0.114	0.140	-0.072	-0.739	-0.512	0.018	-0.313	-0.275	0.143	-0.095	-0.039
YBR017C	0.655	-0.000	1.054	0.853	-0.092	-0.025	0.236	-0.000	2.167	0.689	-0.000	0.971	0.385	-0.000	0.122	0.105
YBR018C	-0.312	-0.218	-0.177	-0.122	-0.084	0.043	-0.204	-0.798	-0.515	-0.104	-0.049	-0.141	-0.159	0.078	0.219	-0.035
YBR019C	-0.004	-0.447	-0.074	0.012	0.001	0.017	-0.097	-0.425	-0.253	-0.003	0.153	-0.291	-0.131	0.107	0.017	0.356
YBR020W	-0.521	-1.223	0.092	-0.211	-0.209	-0.157	-0.835	-0.526	-1.165	-0.365	-0.767	-0.336	-0.109	-0.322	-0.184	-0.479
YBR021W	-0.189	-0.000	0.275	-0.108	0.147	0.124	-0.353	-0.000	-0.633	-0.092	-0.284	0.087	0.159	-0.148	-0.291	-0.003
YBR022W	0.037	-0.560	0.136	0.158	0.145	0.287	-0.316	-0.339	-0.260	-0.020	0.043	-0.291	-0.093	0.145	0.303	0.054
YBR023C	-0.419	-0.967	-0.055	-0.433	-0.320	-0.198	-0.761	-0.470	-0.997	-0.555	-0.500	-0.548	-0.194	-0.675	-0.448	-0.755
YBR024W	-0.312	-0.448	-0.256	-0.369	0.078	-0.138	-0.020	-0.269	-0.727	-0.188	0.093	-0.294	-0.116	-0.030	-0.069	-0.016
YBR025C	0.328	-0.180	0.109	0.114	0.114	0.177	0.170	-0.108	0.342	0.193	-0.041	-0.070	0.089	0.111	-0.043	0.303
YBR026C	0.208	-0.000	0.336	0.236	0.210	-0.370	0.364	-0.000	0.514	0.493	-0.000	-0.290	0.006	-0.000	0.010	0.418
YBR027C	-0.616	-1.816	-0.229	-0.658	-0.052	0.309	-0.776	-1.045	-0.762	-0.193	-0.496	-0.351	-0.234	-0.266	0.124	-0.345
YBR028C	-0.080	-1.126	0.036	-0.126	0.240	0.189	-0.272	-0.696	-0.194	0.285	-0.189	-0.259	-0.130	0.076	0.029	-0.049
YBR030W	-0.258	-1.194	-0.319	-0.331	-0.098	0.100	-0.353	-0.122	-0.395	0.001	0.091	-0.451	-0.356	0.080	0.132	-0.546
YBR031W	0.760	0.215	0.581	0.936	0.010	0.133	0.727	-0.504	1.260	0.068	0.500	0.164	0.377	0.510	0.053	0.560
YBR032W	-0.286	-1.197	-0.240	-0.109	-0.179	0.092	-0.199	-0.253	-0.218	-0.061	0.052	-0.395	-0.452	0.028	0.206	0.000
YBR033W	-0.259	-0.054	-0.194	-0.167	0.002	0.105	-0.119	-0.743	-0.345	0.026	-0.012	-0.425	-0.376	-0.016	0.304	-0.095
YBR034C	-0.177	-0.768	-0.041	-0.018	0.228	0.478	-0.099	-1.056	-0.068	0.196	-0.128	-0.111	-0.051	0.151	0.280	-0.016
YBR035C	0.021	-1.097	-0.300	-0.456	-0.179	-0.762	0.865	-1.018	-0.484	-0.377	-0.875	-0.870	-0.316	0.507	-1.113	-0.147
YBR036C	-0.207	-0.841	-0.356	0.176	-0.132	-0.049	-0.775	-0.945	0.271	-0.206	0.007	0.075	0.142	0.357	0.169	0.297
YBR037C	0.808	-0.075	1.130	0.845	0.714	0.260	-0.267	-0.320	0.665	0.616	-0.332	0.921	0.627	0.107	0.530	0.307
YBR038W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBR039W	0.416	-0.000	0.505	0.155	0.059	0.093	0.266	-0.000	0.197	0.699	-0.000	0.338	-0.089	-0.000	0.315	0.322
YBR040W	0.141	-0.271	0.069	0.201	0.145	0.077	0.075	-0.412	0.028	0.038	-0.133	0.264	0.354	0.219	-0.087	0.277
YBR041W	-0.049	-0.326	-0.039	-0.028	-0.203	-0.174	-0.202	-0.369	0.396	0.155	-0.221	0.527	-0.191	0.153	0.140	0.170
YBR042C	-0.216	-0.888	-0.171	0.044	0.101	0.180	0.172	-0.881	-0.250	0.185	-0.070	-0.105	-0.131	-0.019	-0.097	0.155
YBR043C	0.044	-0.207	-0.161	-0.062	0.126	0.192	-0.205	-0.558	-0.227	0.153	0.086	-0.172	-0.156	0.096	0.383	0.051
YBR044C	0.334	-0.234	0.551	0.653	0.032	0.220	-0.385	-1.030	0.265	0.027	-0.739	0.624	0.615	-0.029	0.364	0.224
YBR045C	-0.019	-0.043	-0.045	0.136	0.138	0.218	-0.328	-0.786	-0.263	-0.014	0.007	-0.135	-0.086	0.080	0.193	-0.058
YBR046C	-0.194	-0.533	-0.216	-0.279	0.086	-0.019	-0.103	-0.549	-0.435	0.135	-0.182	-0.239	-0.022	-0.041	-0.155	-0.301
YBR047W	-0.149	0.069	-0.066	0.092	0.064	0.200	-0.129	-0.072	-0.088	0.208	-0.003	-0.261	-0.209	0.032	0.308	-0.120
YBR048W	0.796	-0.000	0.530	1.026	0.090	0.078	0.571	-0.000	1.352	0.339	0.227	0.363	0.041	-0.016	0.743	0.397
YBR050C	-0.190	-0.556	-0.181	0.094	-0.099	0.113	-0.093	-0.381	-0.157	0.053	0.119	-0.434	-0.327	0.084	0.251	-0.042
YBR051W	0.069	-0.046	0.068	0.178	-0.143	-0.191	-0.088	-0.641	-0.040	0.026	-0.058	-0.156	0.112	0.012	0.000	0.011
YBR052C	-0.088	-0.411	-0.096	-0.021	0.159	0.088	-0.260	-1.085	-0.225	0.236	0.154	-0.164	-0.071	0.078	0.256	-0.156
YBR053C	-0.070	-0.604	-0.089	0.139	0.332	0.209	-0.168	-1.002	-0.088	0.487	0.043	-0.134	-0.046	0.062	0.427	-0.147
YBR054W	-0.090	-0.870	-0.037	0.174	0.022	0.261	-0.144	-0.540	0.036	0.146	0.240	-0.326	-0.130	0.087	0.274	0.043
YBR056W	-0.158	-0.807	-0.004	0.152	0.481	0.488	-0.104	-0.223	0.087	0.353	-1.650	0.119	0.358	-0.045	0.022	0.254
YBR057C	0.242	-1.526	0.586	0.333	0.195	0.253	-0.412	-0.529	0.223	0.197	0.150	0.386	0.301	-0.208	0.421	0.100
YBR058C	-0.237	-0.485	-0.216	-0.072	-0.180	-0.054	0.074	-0.235	-0.523	0.119	-0.142	-0.513	-0.442	-0.240	0.129	0.033
YBR059C	-0.036	-0.206	-0.447	-0.156	-0.366	-0.504	-0.198	-0.619	-0.604	-0.353	-0.098	-0.324	-0.204	-0.226	-0.667	0.013
YBR061C	-0.174	-0.000	-0.260	-0.180	-0.273	0.045	0.059	-0.000	0.055	0.169	0.271	-0.408	-0.331	0.237	-0.085	0.026
YBR062C	-0.322	-1.013	-0.112	-0.270	-0.054	-0.048	-0.271	-0.763	-0.418	-0.064	0.081	-0.339	-0.230	0.060	-0.112	-0.172
YBR063C	-0.172	-0.532	-0.131	-0.218	0.056	0.011	-0.142	-0.528	-0.311	-0.059	0.051	-0.379	-0.144	0.044	0.018	-0.148
YBR064W	-0.152	-0.340	-0.133	-0.038	-0.067	0.162	0.155	-0.565	-0.281	0.014	0.117	-0.545	-0.332	-0.090	0.089	-0.224
YBR065C	-0.089	-0.006	-0.180	0.071	-0.001	-0.076	0.117	-0.116	-0.192	0.206	0.323	-0.218	-0.259	-0.308	0.310	0.082
YBR066C	0.005	0.141	-0.241	0.112	-0.054	-0.250	0.045	-0.382	-0.226	0.042	0.160	-0.344	-0.320	0.110	0.035	-0.064
YBR067C	-0.161	-0.547	-0.287	-0.206	-0.024	-0.384	-0.027	-0.389	-0.258	-0.120	0.315	-0.289	-0.087	0.145	-0.106	0.107
YBR068C	-0.058	0.070	-0.146	0.193	0.176	-0.107	0.001	-0.299	-0.180	0.363	0.185	-0.414	-0.225	0.082	0.512	-0.079
YBR069C	0.308	-1.547	0.200	0.473	0.348	-0.077	0.417	-0.446	0.149	0.458	0.234	-0.206	0.101	-0.316	0.095	-0.330
YBR071W	0.038	-0.220	0.027	0.146	0.260	-0.149	-0.242	-0.548	-0.112	0.126	0.019	-0.176	0.058	0.105	0.141	-0.019
YBR072W	-0.280	-0.292	-0.261	0.089	-0.177	-0.320	-0.068	-0.715	-0.526	-0.143	0.046	-0.339	-0.334	0.200	0.126	-0.113
YBR073W	-0.637	-1.934	-0.291	-0.718	-0.050	-0.371	-0.357	-1.307	-1.078	-0.158	-0.705	-0.362	-0.183	-0.758	-0.795	-0.862
YBR074W	-0.018	0.052	0.051	0.111	0.059	-0.016	0.125	-0.281	-0.121	0.015	0.017	-0.117	-0.174	-0.173	0.191	0.018
YBR075W	0.165	-0.065	0.095	0.222	0.159	-0.012	-0.117	-0.152	-0.024	0.095	-0.241	-0.099	0.073	0.037	0.181	-0.013
YBR076W	-0.247	-0.217	-0.333	-0.184	0.148	0.091	0.186	-0.608	-0.701	0.194	-0.022	-0.026	-0.065	-0.193	0.128	0.278
YBR077C	-0.219	-0.819	-0.301	-0.497	0.181	-0.235	0.191	-0.912	-0.244	0.297	0.350	-0.335	-0.219	-0.227	-0.752	-0.083
YBR078W	0.499	-0.784	0.565	0.389	-0.064	-0.097	0.265	-0.387	0.232	-0.145	-0.382	0.085	0.062	-0.288	-0.921	0.006
YBR081C	0.445	-0.000	0.248	-0.034	-0.181	-0.185	-0.024	-0.000	-0.216	-0.127	-0.000	0.725	-0.170	-0.000	-0.592	0.116
YBR082C	0.032	-0.000	-0.100	0.124	-0.672	-0.554	0.410	-0.000	0.287	-0.571	-0.868	-0.323	-0.483	-1.438	-1.076	-1.054
YBR083W	-0.152	0.039	-0.140	-0.119	-0.047	0.114	-0.017	-0.478	-0.202	0.013	0.051	-0.485	-0.257	0.124	0.086	-0.133
YBR084C-A	0.853	-0.000	0.599	1.213	-0.024	0.440	0.814	-0.000	1.806	0.337	-0.000	0.287	0.255	-0.000	-0.489	0.481
YBR084W	-0.250	0.386	-0.341	-0.191	-0.164	-0.149	-0.172	0.037	-0.410	-0.098	0.007	-0.356	-0.234	-0.076	-0.073	-0.069
YBR085W	-0.195	-0.000	-0.352	-0.120	0.038	-0.002	-0.106	-0.000	-0.445	0.111	0.119	-0.448	-0.300	0.082	0.359	-0.796
YBR086C	-0.172	-0.000	-0.208	-0.345	0.073	0.074	-0.045	-0.000	0.175	0.020	0.101	-0.261	0.007	-0.092	0.029	0.020
YBR090C-A	-0.490	0.327	-0.438	-0.551	-0.617	-0.125	0.368	-0.058	-0.326	-0.448	0.012	-0.525	-0.513	-0.235	-0.448	-0.115
YBR090C	-0.095	0.373	-0.176	0.035	0.190	0.188	0.065	0.108	-0.117	0.089	0.271	-0.380	-0.340	0.010	0.455	-0.098
YBR092C	-0.053	0.364	-0.003	0.084	0.055	-0.051	0.331	0.330	-0.195	-0.127	0.172	-0.090	-0.290	-0.113	0.098	0.020
YBR093C	0.125	0.375	0.123	0.133	-0.215	-0.016	-0.082	0.384	-0.004	-0.371	-0.097	-0.198	-0.121	0.369	-0.487	-0.057
YBR094W	0.141	0.323	0.028	-0.047	0.003	-0.427	0.156	-0.010	-0.287	-0.049	0.012	-0.082	-0.147	-0.152	-0.157	-0.412
YBR095C	0.111	-0.000	-0.118	0.255	-0.619	-0.272	-0.188	-0.000	-0.851	-0.642	-1.849	-0.295	-0.363	-0.773	0.007	-0.954
YBR097W	-0.175	-0.000	0.039	-0.649	-0.147	-0.382	0.121	-0.000	1.075	0.095	-0.251	0.651	0.115	0.113	-0.526	0.391
YBR098W	-2.179	-3.308	-0.972	-2.238	-0.564	-0.472	-3.809	-3.075	-1.465	-2.254	-4.547	-2.819	-4.791	-5.071	-3.769	-6.535
YBR099C	-1.498	-2.695	-0.593	-1.034	-0.930	-0.902	-3.201	-3.501	-0.910	-1.637	-3.265	-2.459	-4.027	-3.706	-3.226	-4.677
YBR100W	-1.452	-0.591	-0.723	-1.037	-0.534	-0.363	-1.777	-0.625	-0.694	-1.344	-0.902	-1.847	-1.954	-0.992	-1.654	-2.349
YBR101C	-0.006	-0.043	-0.012	0.043	-0.032	-0.015	0.324	0.017	0.420	0.110	-0.437	-0.122	-0.267	-0.132	0.376	-0.256
YBR103W	-0.150	0.108	-0.020	-0.404	-0.318	-0.361	0.021	-0.293	0.807	-0.287	-0.281	-0.099	-0.251	0.098	-0.383	-0.418
YBR104W	-0.194	0.421	-0.164	-0.020	-0.125	0.251	0.118	0.531	-0.124	-0.005	0.209	-0.657	-0.366	0.065	0.325	-0.091
YBR105C	-0.204	0.670	-0.269	-0.016	-0.284	0.105	0.044	0.498	-0.221	-0.191	0.159	-0.569	-0.409	0.010	0.180	0.068
YBR106W	0.303	-0.230	0.348	0.310	0.081	0.353	0.578	-0.421	1.282	0.271	-0.000	0.350	0.293	-0.000	-0.060	0.695
YBR107C	-0.326	0.041	-0.346	-0.314	-0.418	-0.418	0.104	0.044	-0.377	-0.503	-0.623	-0.374	-0.351	0.117	-0.105	-0.279
YBR108W	-0.318	0.553	-0.266	-0.500	0.018	-0.084	0.013	0.237	-0.469	0.130	-0.098	-0.427	-0.370	-0.116	-0.002	0.443
YBR112C	-0.798	-0.000	-0.884	-1.193	-0.334	-0.335	-0.063	-0.000	0.110	0.717	-0.000	0.331	0.042	-0.000	-0.037	-0.009
YBR113W	0.211	0.667	0.242	0.172	-0.206	-0.078	-0.123	0.191	0.326	-0.014	-0.380	-0.018	-0.094	0.123	0.232	0.143
YBR114W	0.096	-0.256	0.489	0.286	0.088	0.140	-0.115	0.100	0.125	-0.134	-0.180	0.557	0.659	0.025	-0.257	-0.424
YBR115C	-0.117	-0.191	-0.117	-0.065	0.084	0.215	0.428	-0.311	-0.099	0.100	0.011	-0.236	-0.213	-0.159	0.147	0.249
YBR116C	-0.355	0.505	-0.536	-0.489	-0.954	-0.593	-0.076	0.253	-0.238	-0.815	0.063	-0.226	-0.206	0.361	-0.616	-0.398
YBR118W	0.284	-0.000	0.225	0.398	0.072	0.142	0.475	-0.000	0.193	0.140	-0.043	0.164	0.108	0.210	0.237	-0.341
YBR119W	-0.361	-1.466	-0.336	-0.045	0.492	-0.335	-0.434	-0.652	-0.476	-0.409	-0.554	0.387	-0.240	0.361	-0.165	-0.315
YBR120C	0.115	0.379	0.269	0.391	-0.114	-0.140	-0.055	-0.090	-0.014	-0.227	0.111	0.232	0.233	0.001	0.051	-0.097
YBR125C	0.029	-0.011	0.146	0.187	0.094	0.127	-0.241	0.022	-0.149	0.006	0.104	0.066	-0.159	0.003	0.190	0.318
YBR126C	-0.346	-0.000	-0.181	0.123	-0.504	-0.544	-1.230	-0.000	0.319	-0.670	-0.000	0.460	0.305	-0.000	0.097	0.452
YBR127C	-0.050	-0.662	0.020	0.160	0.021	-0.098	-0.435	-0.285	0.389	-0.176	-0.000	0.246	0.441	-0.000	-0.074	1.019
YBR128C	0.061	0.746	-0.478	0.365	-0.326	0.077	-0.275	-0.010	0.095	-0.283	0.315	-0.163	-0.103	-0.059	-0.121	-0.441
YBR129C	0.061	0.122	0.120	-0.035	0.199	-0.161	-0.281	0.194	0.184	-0.007	0.151	0.048	0.099	-0.036	0.028	-0.179
YBR130C	-0.218	0.105	-0.311	-0.026	-0.241	-0.306	-0.247	0.252	-0.148	-0.039	0.091	-0.180	-0.140	0.121	-0.121	0.116
YBR131W	0.004	0.494	-0.384	-0.001	0.058	0.068	-0.195	0.007	0.460	0.247	0.013	-0.040	0.327	-0.199	0.244	-0.268
YBR133C	0.064	-0.572	0.741	0.432	-0.459	0.124	0.083	-0.430	1.151	0.346	0.223	0.506	0.098	-0.510	1.845	-0.003
YBR134W	0.057	-0.679	0.271	0.140	-0.356	0.104	-0.448	-0.593	0.230	-0.451	-0.429	0.316	-0.062	0.411	-0.391	-0.602
YBR137W	-0.585	0.259	0.111	-0.299	-0.084	-0.426	0.273	0.133	0.028	-0.223	0.064	-0.250	-0.304	0.018	-0.258	-0.322
YBR138C	-0.391	0.001	-0.554	-0.194	-0.504	-1.144	-0.455	-0.237	-0.754	-0.255	0.056	-0.335	-0.360	0.829	-1.019	-0.163
YBR139W	-0.070	0.380	-0.278	-0.912	0.047	-0.690	0.242	0.226	-0.051	-0.303	0.277	0.029	-0.283	-0.190	-0.361	0.404
YBR141C	-0.387	0.056	-0.360	-0.350	-0.268	-0.374	-0.115	-0.015	-0.384	-0.267	0.005	-0.469	-0.368	-0.116	-0.128	-0.510
YBR144C	-0.193	0.143	0.189	0.463	0.111	0.232	0.291	0.127	0.719	-0.421	-0.086	-0.119	-0.070	0.614	0.071	-0.030
YBR145W	0.362	0.457	-1.302	-0.625	-0.218	-0.205	0.274	0.323	-1.049	-0.210	-0.000	0.250	0.420	-0.000	-0.907	-0.509
YBR146W	-0.500	0.091	-0.334	-0.131	-0.474	-0.272	-0.134	-0.072	0.085	-0.241	0.396	0.261	-0.361	0.778	-0.113	-0.177
YBR147W	-0.287	0.546	-0.437	0.411	0.477	-0.563	-0.180	0.228	-0.008	-0.060	-0.675	-0.256	0.143	-0.859	0.538	-0.075
YBR148W	-0.421	-0.058	-0.328	-0.069	-0.111	-0.282	0.175	0.297	-0.349	-0.347	0.010	-0.591	-0.381	0.236	-0.013	-0.397
YBR149W	-0.091	0.225	-0.042	0.093	0.236	0.084	0.060	0.169	0.013	0.375	0.211	-0.359	-0.159	0.203	0.548	0.367
YBR150C	-0.111	-0.551	-0.222	0.195	-0.004	0.020	-0.066	-0.016	0.050	0.023	0.342	-0.393	0.009	0.231	0.202	-0.349
YBR151W	-0.095	0.280	-0.270	-0.120	-0.056	-0.284	-0.021	0.134	-0.192	-0.042	0.065	-0.258	-0.076	0.132	-0.523	-0.232
YBR156C	0.480	-0.383	0.353	0.379	-0.030	-0.356	-0.417	-0.518	0.020	-0.112	-0.842	0.276	-0.249	-0.550	1.609	-0.007
YBR157C	-0.129	0.367	-0.095	-0.122	-0.405	-0.326	0.222	0.104	-0.084	-0.491	0.109	-0.083	0.077	0.330	-0.130	-0.138
YBR158W	-0.381	0.323	-0.049	-0.151	-0.224	-0.166	0.313	-0.237	-0.472	-0.448	-0.161	-0.253	-0.424	-0.022	-0.251	-0.202
YBR159W	0.742	0.026	0.994	0.997	0.531	0.376	-0.074	-0.081	0.858	0.443	-0.038	0.903	0.904	0.088	0.583	0.332
YBR161W	-0.327	0.471	0.012	-0.022	0.066	-0.215	-0.025	0.344	-0.053	0.058	0.020	-0.320	-0.231	0.139	-0.070	-0.172
YBR162C	0.762	-0.665	0.575	0.938	-0.216	-0.028	-0.047	-0.840	0.555	0.497	-0.161	0.156	-0.054	0.342	0.083	0.541
YBR162W-A	-0.542	0.464	-0.339	-0.301	-0.105	-0.181	-0.105	0.492	0.018	-0.099	0.138	-0.290	-0.264	0.133	-0.042	-0.087
YBR163W	0.591	-0.000	0.547	0.698	-0.055	-0.088	0.728	-0.000	0.528	-0.029	-0.000	0.330	0.406	-0.000	0.119	-0.041
YBR164C	-0.059	0.320	0.037	0.128	-0.218	-0.658	0.236	-0.169	0.403	-0.025	-0.205	-0.125	0.071	0.038	-0.445	-0.194
YBR165W	-0.097	-0.000	-0.263	0.023	-0.030	-0.115	0.069	-0.000	-0.250	0.059	0.189	-0.452	-0.308	0.103	0.340	-0.186
YBR168W	0.734	-0.000	0.952	1.026	0.550	0.502	0.726	-0.000	2.446	0.259	-0.000	1.158	0.853	-0.000	0.929	0.264
YBR169C	-0.163	-0.476	-0.192	0.196	-0.183	0.004	0.136	-0.195	0.123	-0.030	0.199	-0.400	-0.294	0.090	0.246	-0.154
YBR170C	-0.150	-0.000	0.164	-0.065	0.220	0.099	0.076	-0.000	0.074	0.502	0.413	0.461	0.177	0.325	1.387	-0.897
YBR171W	-1.302	0.129	0.103	0.045	-0.606	-0.481	0.422	-0.238	0.835	-0.693	-0.000	0.183	0.572	-0.000	-1.428	-0.204
YBR172C	-0.152	0.540	-0.201	-0.161	0.125	-0.166	0.025	0.280	-0.423	-0.062	0.352	-0.263	-0.206	0.448	-0.141	-0.233
YBR173C	0.011	-1.312	0.267	0.648	-0.189	-1.002	0.681	-0.074	0.249	0.183	-0.152	-0.338	0.323	-0.233	0.297	-0.117
YBR174C	-0.101	-1.013	0.214	-0.039	0.094	-0.794	-0.176	-0.980	0.088	0.042	-0.337	0.456	0.461	-0.245	-0.565	0.103
YBR175W	0.374	-1.085	0.401	0.582	-0.071	-0.063	-0.292	-1.105	0.323	0.059	-0.352	0.474	0.491	0.029	0.083	0.044
YBR176W	-0.052	-0.296	-0.188	0.142	-0.079	-0.167	0.273	0.164	-0.070	-0.063	0.077	-0.338	-0.150	0.085	0.136	-1.143
YBR177C	-0.145	-0.237	-0.101	-0.193	0.099	-0.062	0.262	0.031	-0.396	-0.214	-0.105	-0.265	0.125	-0.162	-0.073	-0.143
YBR178W	-0.000	-0.460	-0.000	-0.000	-0.000	-0.000	-0.000	0.372	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBR179C	-0.361	-0.000	0.377	0.170	0.273	-0.060	-0.003	-0.000	-0.270	0.653	-0.230	0.634	-0.195	-0.208	-0.255	0.581
YBR180W	-0.644	-0.148	-0.776	-0.280	-0.112	-0.191	-0.089	0.499	-0.507	-0.194	0.253	-0.078	-0.040	0.423	0.001	-0.039
YBR181C	0.706	-0.000	0.506	1.106	-0.238	-0.233	1.187	-0.000	1.378	0.153	-0.247	0.426	-0.139	-0.033	0.476	0.040
YBR182C	-0.230	-1.527	-0.072	0.148	-0.590	-0.461	-0.216	0.078	-0.810	0.084	-0.157	0.163	0.649	-0.101	-0.484	-0.478
YBR183W	-0.133	-0.392	0.035	-0.065	-0.055	-0.141	0.077	0.092	-0.335	-0.244	0.072	0.125	0.179	0.256	-0.062	0.128
YBR184W	0.066	0.182	-0.006	0.281	-0.537	-0.241	0.351	0.140	-0.072	-0.414	0.032	0.191	0.339	-0.000	-0.408	-0.365
YBR185C	-0.110	-0.211	-0.258	-0.170	-0.333	-0.143	0.113	0.376	-0.228	-0.196	0.283	-0.334	-0.186	0.252	-0.277	-0.278
YBR186W	-0.505	-0.231	-0.460	-0.048	-0.173	0.028	-0.207	-0.155	-0.128	-0.092	0.036	-0.380	-0.302	0.322	0.258	-0.306
YBR187W	-0.904	-0.106	-0.011	-0.594	-0.176	-0.037	-0.503	0.367	-0.209	-0.262	0.438	-0.318	-0.178	0.204	0.006	0.359
YBR188C	-0.338	0.067	-0.684	-0.449	-0.547	0.002	0.003	0.177	-0.291	-0.126	0.269	0.196	0.089	-0.014	-0.433	0.008
YBR189W	1.575	-0.000	0.770	1.554	-0.131	0.063	0.829	-0.000	2.590	0.845	-0.000	0.705	0.141	-0.000	1.393	-0.012
YBR191W	0.941	-0.000	0.590	1.485	0.128	0.486	0.316	-0.000	1.957	0.499	-0.000	0.628	0.356	-0.000	-0.132	0.145
YBR194W	0.385	-0.000	-0.002	0.299	-0.576	-0.175	-0.322	-0.000	0.151	-0.148	-0.000	0.324	0.304	-0.000	0.434	-0.406
YBR195C	-1.176	-1.345	-0.622	-0.774	-0.113	-0.095	-0.240	-0.869	-1.119	-0.369	-1.130	-0.343	0.110	-0.242	-0.312	-0.681
YBR197C	0.422	-0.160	-0.113	-0.221	-0.492	-0.262	0.238	0.035	0.313	0.584	-0.017	0.334	0.012	0.217	0.076	0.031
YBR199W	-0.567	0.059	-0.230	-0.411	-0.070	-0.316	-0.040	0.212	-0.271	-0.159	0.158	-0.352	-0.328	0.193	0.114	-0.402
YBR200W	-0.284	-0.000	-0.633	-1.064	-0.434	-0.168	0.527	-0.000	0.458	-0.276	-0.000	0.377	0.318	-0.000	1.637	-0.619
YBR201W	0.090	-0.035	0.152	0.067	-0.021	-0.263	0.282	0.162	-0.039	-0.117	-0.254	0.210	-0.041	-0.080	0.217	0.546
YBR203W	0.295	-0.408	0.142	-0.065	0.026	-0.030	-0.131	-0.022	0.015	-0.052	0.021	0.441	0.090	-0.440	0.044	0.256
YBR204C	-0.442	0.317	-0.282	-0.334	-1.231	-0.316	-0.113	0.058	-1.365	-1.190	-0.600	-0.168	0.019	0.407	-0.540	-0.198
YBR205W	-0.051	-0.262	-0.119	0.059	-0.181	-0.461	-0.028	0.034	-0.445	-0.127	-0.072	-0.193	-0.086	0.038	0.026	-0.092
YBR206W	0.041	0.180	0.217	0.275	0.293	0.186	0.065	0.350	0.267	-0.144	-0.366	0.117	0.395	-0.487	-0.339	0.550
YBR207W	-0.086	0.056	-0.102	-0.030	-0.385	-0.317	-0.148	0.260	-0.014	-0.263	-0.059	-0.009	0.281	0.243	0.033	-0.063
YBR208C	-0.521	-0.819	-0.028	-1.146	-0.122	-0.318	-0.895	-0.141	-0.794	-0.650	-1.243	-0.805	-0.325	-0.824	-0.271	-1.549
YBR210W	-0.198	0.170	-0.346	-0.015	0.032	0.032	-0.192	0.440	-0.245	-0.092	0.144	-0.102	-0.014	0.197	-0.270	0.194
YBR212W	-0.364	-0.490	0.015	0.047	-0.310	-0.254	-0.657	0.379	-0.377	-0.330	-0.397	-0.038	0.010	-0.853	0.229	-0.276
YBR213W	0.866	-0.341	1.156	0.644	0.699	0.294	-0.267	0.139	0.774	0.131	-0.306	1.059	1.048	-0.152	-0.104	0.803
YBR214W	0.109	-0.099	0.398	0.104	-0.104	0.189	-0.374	0.129	-0.028	-0.041	-0.134	0.147	0.077	0.015	0.169	0.086
YBR215W	-0.313	-1.115	0.010	-0.478	0.185	-0.085	-0.224	-0.398	-0.251	-0.042	-0.259	-0.126	-0.159	-0.108	-1.163	0.146
YBR216C	-0.002	-0.352	0.162	-0.095	0.003	-0.118	-0.216	-0.154	-0.109	-0.153	0.172	0.247	-0.045	0.274	-0.132	-0.215
YBR217W	-0.157	-0.107	-0.245	-0.072	0.108	0.240	0.014	-0.227	-0.255	0.077	0.242	-0.241	-0.221	0.278	0.255	0.086
YBR218C	-0.201	0.047	-0.069	-0.300	-0.120	-0.080	-0.254	0.447	-0.433	-0.349	0.248	-0.133	-0.057	0.246	-0.122	-0.468
